tcode,description,module
T_09,Condition table: Change Index,
T_56,Shipment cost types and item cats,
T_57,Shipment cost types and relevance,
T_60,Date determination: Define rules,
T_71,Maintain document procedure group,
T_72,Maintain shipping type group,
T_73,Maintain pricing procedure,
T_76,Tariff zones and assignments,
T_I1,Activation of Condition Index,
T_I2,Reorganize condition indexes,
T_SLS_LO_OIF_CONFIG,Start LO OIF UI Configuration View,
T_VC,Copying Rule for Condition Types,
UAST,Costing Solutions: Structure Maint.,
UA_DATABASIS,Define Data Basis,
UA_DERI_CC,Derivation Characteristics CCS,
UA_DERI_CCS,Determination Characteristics CCS,
UA_DERI_CC_OBJ,Derivation Charas CCS Object,
UA_FUNC_GENERATE,Generate Appl. Library Functions,
UC17A,Convert industries,
UCP7,Display log,
UDM_AUTOWRITEOFF,Automatic Write-Off of Dispute Cases,
UDM_BP,Collections Mgt Business Partner,
UDM_BP_GRP,Change Business Partner Segment Data,
UDM_BP_PROF,Assign/Change BP Collection Profile,
UDM_BP_SPEC,Replace Collection Specialist,
UDM_CASE_CREATE,Create Dispute Case,
UDM_CASE_DETAIL,Details of Dispute Case,
UDM_CASE_PROCESSOR,Dispute Case Regular Processor,
UDM_DISPUTE,Dispute Management,
UDM_GENWL,Create Worklist,
UDM_GENWL_BP,Recreate Business Partner Items,
UDM_GROUP,Definition of Groups and Assignment,
UDM_GROUP2SGMT,Assignment of Groups to Segments,
UDM_GROUP_SPECIALIST,Assign Processors of Collection Grp,
UDM_GROUP_SUBSTITUTE,Assign Substitutes,
UDM_PRDIST,Distribute Worklist Items,
UDM_PRMON,Monitor for Parallel Runs,
UDM_RSM_DELETE,Delete Completed Resubmissions,
UDM_SPECIALIST,Collection Specialist Worklist,
UDM_STRATEGY,Collection Strategies,
UDM_SUPERVISOR,Collection Manager Worklist,
UDM_SYNCATTR,Maintain Attributes for Synchroniztn,
UDM_WD_BOR_DISP,Display of a Linked Object,
UGMD_FYV,Field Name: Leading FY Variant,
UPART,Business Partner: Conversion to CBP,
UPART02,Business Partner: Conversion Phase 2,
UPSC00,ALE Distribution Unit: Setting,
UPSC01,ALE Distribution Unit: Object Types,
UPSC02,ALE Distribution Unit: Packet Types,
UPSSETUP,Set Up UPS Automatically,
V-41,Create Material Price,
V-42,Create Material Price w/ref.,
V-43,Change Material Price,
V-44,Display Material Price,
V-45,Create Price List,
V-46,Create Price List w/ref.,
V-47,Change Price List,
V-48,Display Price List,
V-49,Create Customer-Specific Price,
V-50,Create Customer-spec. Price w/ref.,
V-51,Change Cust.price,
V-52,Display Cust.price,
V-61,Create Cust.disc./surcharge,
V-62,Create Customer Disc/Surch. w/ref,
V-63,Change Cust.Disc/Surcharge,
V-65,Create Mat.Disc/Surcharge,
V-66,Create w/ref.Material Disc/Surcharge,
V-67,Change Mat.Disc/Surcharge,
V-69,Create Price grp Disc/Surch.,
V-70,Create w/ref.Price Group Disc/Surch.,
V-71,Change Price grp Disc/Surch.,
V-73,Create Mat.pr.grp Disc/Surch,
V-74,Create w/ref.Mat.pr.grp Disc/Surch,
V-75,Change Mat.pr.grp Disc/Surch,
V-77,Create Cust/MatPrGrp Disc/Su,
V-78,Create w/ref.Cust/MatPrGrp Disc/Surc,
V-79,Change Cust/MatPrGrp Disc/Su,
V-81,Create Cust/mat.Disc/Surch.,
V-82,Create w/ref.Cust/Mat.Disc/Surcharge,
V-83,Change Cust/mat.Disc/Surch.,
V-85,Create PGrp/MPrGrp Disc/Surc,
V-86,Create w/ref.PrGrp/MatPrGrp Disc/Sur,
V-87,Change PGrp/MPrGrp Disc/Surc,
V-89,Create PGrp/MPrGrp Disc/Surc,
V-90,Create w/ref.PrGrp/Mat Disc/Surch.,
V-91,Change PGrp/mat Disc/Surch.,
V.00,List of Incomplete Documents,
V.02,List of Incomplete Sales Orders,
V.04,List of Incomplete Quotations,
V.07,Periodic billing,
V.14,Sales Orders Blocked for Delivery,
V.15,Display Backorders,
V.23,Release Orders for Billing,
V/03,Create Condition Table (SD Price),
V/04,Change Condition Table (Sales pr.),
V/05,Display Condition Table: (Sales Pr.),
V/12,Account Determination: Create Table,
V/13,Account Determination: Change Table,
V/14,Account Determination: Display Table,
V/21,View V_TVSA_NAC,
V/22,View V_TVTY_NAC,
V/24,View V_TVTK_NAC,
V/25,View V_TVFK_NAC,
V/26,View V_TVKK_NAC,
V/27,Conditions for Output Determination,
V/30,Output Types (Sales Document),
V/31,View V_TNAPN Appl V3,
V/32,Sales Doc Output Determtn Procedure,
V/34,Maintain Condition Type Appl V2,
V/36,Delivery Output Determination Procdr,
V/40,Maintain Condition Type Appl V3,
V/41,View V_TVST_NAC,
V/42,Output Detrmntn Procdr (Billing Doc),
V/43,View V_TVAK_NAC,
V/48,Access Sequences (Sales Document),
V/50,Access Sequence (Delivery),
V/54,Access Sequence (Billing Document),
V/55,View V_TVBUR_NA,
V/57,Output - Cond.Table - Change Order,
V/59,Output - Cond.Table - Create Dlv.,
V/60,Output - Cond.Table - Change Dlv.,
V/61,Output - Cond.Table - Display Dlv.,
V/62,Output - Cond.Table - Create BillDoc,
V/63,Output - Cond.Table - Change BillDoc,
V/66,Output CondTab./Change Sales Support,
V/69,View V_TVAP_NAC,
V/70,Maintain Condition Type Appl K1,
V/71,View V_TVLK_NAC,
V/73,View V_TVLP_NAC,
V/78,Output -CondTable- Change Transport,
V/82,Maintain condition type Appl. V7,
V/85,View V_TVKO_NAC,
V/94,Output -CondTable- Change Packaging,
V/97,Output Type Packaging,
V/C7,"CondTable: Create (Batches, SD)",
V/C8,"CondTable: Change (Batch, SD)",
V/C9,"CondTable: Display (Batches, SD)",
V/G2,Output CondTab Change Group,
V/G6,Maintain Condition Type Appl V5,
V/I1,Activation of Condition Index,
V/I2,Set up condition indices,
V/LA,Create Pricing Report,
V/LB,Change Pricing Report,
V/LC,Display Pricing Report,
V/LD,Execute pricing report,
V/LE,Generate pricing reports,
V/N2,Create free goods table,
V/N6,Free goods procedure determ. SD,
V/T3,Deadlines:Assign NetwProf.to DlvType,
V/T5,Maintain Deviation Reasons,
V12L3V_A,Create Pricing Report for Camp. Det.,
V12LDVG_A,Create Condition List GTIN Mapping,
V23,Sales Documents Blocked for Billing,
VA01,Create Sales Order,
VA02,Change Sales Order,
VA03,Display Sales Order,
VA05,List of Sales Orders,
VA05N,List of Sales Orders,
VA06,Sales Order Monitor,
VA14L,Sales Documents Blocked for Delivery,
VA21,Create Quotation,
VA22,Change Quotation,
VA23,Display Quotation,
VA25,Quotations List,
VA26,Collective Processing for Quotations,
VA31,Create Scheduling Agreement,
VA32,Change Scheduling Agreement,
VA33,Display Scheduling Agreement,
VA35,List of Scheduling Agreements,
VA41,Create Contract,
VA42,Change Contract,
VA42W,Workflow for master contract,
VA43,Display Contract,
VA45,List of Contracts,
VA45N,List of Contracts,
VA46,Coll.Subseq.Processing f.Contracts,
VA55,List of Item Proposals,
VAP1,Create Contact Person,
VAP2,Change Contact Person,
VAP3,Display Contact Person,
VB(1,Rebate number ranges,
VB(2,Rebate Agreement Type Maintenance,
VB(5,Assignment Condition -> CondTypeGrp,
VB(7,Rebate Agreement Settlement,
VB(8,List Rebate Agreements,
VB(9,Maintain Sales Deal Types,
VB(A,Promotion Type Maintenance,
VB(C,Maintain Copying Control,
VB(D,Rebate Agreement Settlement,
VB01,Create Material Listing/Exclusion,
VB02,Change Material Listing/Exclusion,
VB03,Display Material Listing/Exclusion,
VB11,Create Material Substitution,
VB12,Change Material Substitution,
VB13,Display Material Substitution,
VB14,Reference Material Substitution,
VB31,Create Promotion,
VB32,Change Promotion,
VB41,Create cross-selling,
VB42,Change cross-selling,
VB43,Display cross-selling,
VB44,Copy cross-selling,
VBKB,Bonus Buy: Create Condition Table,
VBN1,Free goods - Create (SD),
VBN2,Free goods - Change (SD),
VBO1,Create Rebate Agreement,
VBO2,Change Rebate Agreement,
VBO3,Display Rebate Agreement,
VBOE,Currency conversion rebate agreemnts,
VBOF,Rebate: Update Billing Documents,
VC/2,Customer Master Data Sheet,
VCC1,Payment Cards: Worklist,
VCH1,Create Batch Search Strategy,
VCH2,Change Batch Search Strategy,
VCH3,Display Batch Search Strategy,
VCHECKBONUS,Customizing Checks for Rebate,
VCHECKT683,Customizing Check Pricing Procedure,
VCHECKT685A,Customizing Check Condition Types,
VCHECKTVCPF,Customizing Check Copying Control,
VCHECKVOFA,Customizing Check Billing Types,
VCUST,Customer List,
VD01,Create Customer (Sales),
VD02,Change Customer (Sales),
VD03,Display Customer (Sales),
VD04,Customer Changes (SD),
VD05,Block customer (sales),
VD06,Mark customer for deletion (sales),
VD07,Ref. doc. det. for ref. customer,
VD51,Maintain Customer-Material Info,
VD52,Maintain Cust-Mat.Info w/Select.Scrn,
VD53,Display Customer-Material Info,
VDBLOCK,Documents Blocked for Delivery,
VDH1,Customer Hierarchy Maintenance (SD),
VDH1N,Display/Maintain Customer Hierarchy,
VDH2,Display Customer Hierarchy,
VDH2N,Display customer hierarchy,
VE01,INTRASTAT: Selection Dispatch to EU,
VE02,INTRASTAT: Create Form - Germany,
VE03,INTRASTAT: Create File - Germany,
VE06,INTRASTAT: Paper Form - Belgien,
VE07,Create INTRASTAT Form for France,
VE08,Create INTRASTAT File for Italy,
VE09,Create INTRASTAT file for Belgium,
VE10,Create INTRASTAT file for Holland,
VE11,Create INTRASTAT file for Spain,
VE12,Create INTRASTAT form for Holland,
VE15,Create disk - INTRA/EXTRA/KOBRA/VAR,
VE16,Create INTRASTAT form for Austria,
VE17,Create INTRASTAT form for Sweden,
VE32,INTRASTAT: Paper Form - Ireland,
VE33,INTRASTAT: Paper Form - U.K.,
VE34,INTRASTAT: Paper Form - Belgien,
VE37,INTRASTAT: File - France,
VE38,INTRASTAT: Selection Simulation - EU,
VE42,INTRASTAT: File - Denmark,
VE45,INTRASTAT: Paper Form - Greece,
VE46,INTRASTAT: File - Finland,
VE47,PRODCOM No.,
VE48,Customs Quota Code,
VE49,Code for Pharmaceutical Products,
VE50,Legal Regulation,
VE51,Legal Regulation/License Type,
VE52,Country/Legal Regulations,
VE53,Export Situation for a Country,
VE56,Check Export Control for Consistency,
VE57,Country Classification,
VE58,Product Classification,
VE59,Legal Regulations/Country Grouping,
VE60,Exp.Ctrl Class Accord.to Legal Reg.,
VE62,Material Group accord.to Legal Reg.,
VE63,Customs Areas,
VE64,Commodity Code/Customs Areas,
VE65,Preference Reg./Percentage Rates,
VE66,Preference Procedure,
VE71,Preference: Determine Customs Area,
VE75,Preference Code,
VE76,Anti-dumping Code,
VE77,Preference: Tariff Alternation,
VE79,Quota Code Determination,
VE80,Assign Chapter to Section,
VE92,Create INTRASTAT tape Luxembourg,
VE95,Create INTRASTAT papers: Portugal,
VEA2,FT: Create commodity code export,
VEB1,Period-end Closings: Control,
VEB2,DtA: Special Rule Countries/Regions,
VEB9,Customer Exits: Print Control,
VECS,Legal Control: Special Char. Code,
VECZ,INTRASTAT: File - Czech Republic,
VED1,Print Parameters for Export Docs,
VEFU,Foreign Trade: Add INTRASTAT Data,
VEGK,FT: Comb. Bus Trans.Type - Procedure,
VEHU,INTRASTAT: File - Hungary,
VF01,Create Billing Document,
VF02,Change Billing Document,
VF03,Display Billing Document,
VF04,Maintain Billing Due List,
VF05,List Billing Documents,
VF05N,List of Billing Documents,
VF06,Batch billing,
VF11,Cancel Billing Document,
VF21,Create Invoice List,
VF22,Change invoice list,
VF23,Display Invoice List,
VF24,Edit Work List for Invoice Lists,
VF25,List of Invoice Lists,
VF26,Cancellation invoice list,
VF31,Output from Billing Documents,
VF42,Update Sales Documents,
VF43,Revenue Recognition: Posting Doc.,
VF44,Revenue Recognition: Worklist,
VF45,Revenue recognition: Revenue report,
VF46,Revenue Recognition: Cancellation,
VF47,Revenue Recognition:ConsistencyCheck,
VF48,Revenue Recognition: Compare Report,
VFBV,Reorganization of discount-rel. data,
VFRB,Retro-billing,
VFS3,Adjusting info structure S060,
VFSN,Reorganization info structure S060,
VFX3,List Blocked Billing Documents,
VG01,Create Group,
VHAR,Maintain/Create Packaging Matl Types,
VI28,EDI: Customs ID Number - Vendor,
VI29,Incompletion - Foreign Trade Data,
VI30,Declara. to Authorities: Exclusion,
VI31,Code Determin. - Pharmaceut.Products,
VI32,Code Determination - Anti-dumping,
VI33,Customs Exemption,
VI34,Preferential Customs Duty Rate,
VI35,Third-country Customs Duty Rate,
VI36,CAS Number,
VI37,Import Simulation Control,
VI38,Determination of Verification Docs,
VI40,Preference Type,
VI41,Verification Document Type,
VI42,Document Type (Export/Import),
VI43,Definition of Section,
VI44,Assign Chapter to Section,
VI45,Export --> Import Conversion,
VI46,Conversion: Mode of Transport,
VI47,Conversion of Business Transact.Type,
VI48,Conversion of Customs Offices,
VI49,Foreign Trade Data Control in Doc.,
VI50,Conversion: Import/Export Procedure,
VI52,Define Form of Payment Guarantee,
VI54,Customs Approval Numbers,
VI55,Approval Number per Plant,
VI56,EDI: Customs ID Number - Customer,
VI57,Legal Control - Order Header,
VI58,Legal Control - Order Item,
VI59,Legal Control - Delivery Header,
VI60,Legal Control - Delivery Item,
VI61,Conversion - Reference Country,
VI62,Conversion - Reference Country,
VI63,Assign Delivery Item Categories,
VI65,Maintain Market Organizations,
VI66,Maintain No. of Market Organization,
VI67,Maintain CAP Products List Nos,
VI68,Control Commodity Code/Code Number,
VI69,Maintain CAP Products Group,
VI70,Default Values - Stock Transp. Order,
VI71,Change Preference Values,
VI76,Mode of Transport - Office of Exit,
VI78,Foreign Trade: Country Data,
VI89,Customs Law Description,
VI92,Preference: Alternative Comm. Code,
VI95,Def.Val.f.Foreign Trade Header Data,
VI96,Customer Exits: Default Values,
VI98,Receipt-Basis for Intercomp.Billing,
VI99,Returns and Credit Memos,
VIC00,Consistency Check IMG ShpmtCostCalc.,
VIFBW,Reorg: Shipment Costs in BW,
VII5,Import control in the material doc.,
VILG,FT: Country Group Definition,
VIM6,Customer Exits: Data Selection,
VINK,Import Processing: Quota Number,
VINP,Import Processing: Ceiling Numbers,
VISW,Service: Information: Keywords,
VIUC,FT Upload: Convert cust.duty types,
VK01,Conditions: Dialog Box for CondElem.,
VK03,Create Condition Table,
VK04,Change Condition Table,
VK05,Display Condition Table,
VK11,Create Condition,
VK12,Change Condition,
VK13,Display Condition,
VK14,Create Condition with Reference,
VK15,Create Condition,
VK17,Change condition,
VK18,Display condition,
VK30,Maintain Variant Conditions,
VK31,Condition Maintenance: Create,
VK32,Condition Maintenance: Change,
VK34,Condition Maint.: Create with Refer.,
VKM1,Blocked SD Documents,
VKM2,Released SD Documents,
VKM3,Sales Documents,
VKM4,SD Documents,
VKOA,Accnt Determination,
VL01,Create Delivery,
VL01N,Create Outbound Dlv. with Order Ref.,
VL01NO,Create Outbound Dlv. w/o Order Ref.,
VL02,Change Outbound Delivery,
VL02N,Change Outbound Delivery,
VL03,Display Outbound Delivery,
VL03N,Display Outbound Delivery,
VL04,Process Delivery Due List,
VL06,Delivery Monitor,
VL06C,List Outbound Dlvs for Confirmation,
VL06D,Outbound Deliveries for Distribution,
VL06F,General delivery list - Outb.deliv.,
VL06G,List of Oubound Dlvs for Goods Issue,
VL06I,Inbound Delivery Monitor,
VL06IC,Confirmation of putaway inb. deliv.,
VL06IF,Selection inbound deliveries,
VL06IG,Inbound deliveries for goods receipt,
VL06IP,Inbound deliveries for putaway,
VL06L,Outbound Deliveries to be Loaded,
VL06O,Outbound Delivery Monitor,
VL06P,List of Outbound Dlvs for Picking,
VL06T,List Outbound Dlvs (Trans. Planning),
VL08,Confirmation of Picking Request,
VL09,Cancel Goods Issue for Delivery Note,
VL10,Edit User-specific Delivery List,
VL10A,Sales Orders Due for Delivery,
VL10B,Purchase Orders Due for Delivery,
VL10C,Order Items Due for Delivery,
VL10D,Purch. Order Items due for Delivery,
VL10E,Order Schedule Lines due for Deliv.,
VL10F,PurchOrd Schedule Lines due for Dlv.,
VL10G,Documents due for Delivery,
VL10H,Items Due for Delivery,
VL10I,Schedule Lines due for Delivery,
VL21,Post goods issue in background,
VL22,Display Delivery Change Documents,
VL22N,Display Delivery Change Documents,
VL23,Goods Issue (Background Processing),
VL23N,Goods Issue (Background Processing),
VL31,Create Inbound Delivery,
VL31N,Create Inbound Delivery,
VL32,Change Inbound Delivery,
VL32N,Change Inbound Delivery,
VL33N,Display Inbound Delivery,
VL34,Worklist Inbound Deliveries,
VL37,Wave Pick Monitor,
VL60P2,Maintenance of User Groups,
VL71,Output from Outbound Deliveries,
VL74,Output from Handling Units,
VL75,Shipping Notification Output,
VLLD,Rough Workload Forecast: Delete Log,
VLLP,Rough Workload Forecast: Display Log,
VLLS,Var. Stand. Analyses Setting App 42,
VLLV,W&S: Control RWE/Picking Waves,
VLMOVE,HU Goods Movements,
VLPOD,POD - Change Outbound Delivery,
VLPODA,POD - Display Outbound Delivery,
VLPODL,Worklist: POD Deliveries,
VLPODQ,Automatic PoD Confirmation,
VM04,Filling Haz. Substance Table MGEF,
VN01,Number Assignment for SD Documents,
VN05,No.Assignment for Address List(SSup),
VN07,Maintain number range for shipments,
VN08,Number range for shipment costs,
VNE1,Output: Create Cond.Tbl-Ship.Notif.,
VNE2,Output-Cond.Table-Change Ship.Notif.,
VNE7,View V_TVLK_NLA (Ship.Notification),
VNEA,Output: Create Cond.Table - Rough GR,
VNEC,Output Types (Rough Goods Receipt),
VNKP,Number Range Maintenance: RV_VEKP,
VOA01,User exit lists sales,
VOB3,Comparison: Bill. Docs and Stats,
VOE2,SD EDI Customer/Vendor,
VOE3,SD EDI Partner Functions,
VOE4,SD EDI Conversion,
VOF01,User exit lists sales,
VOF02,User exit lists sales,
VOFA,Billing Doc: Document Type,
VOFM,"Configuration for Reqs, Formulae",
VOGL,Deliveries (Gen. and From Coll.proc),
VOKF,Configuration Release of CustPrice,
VOKR,Configuration of Credit Release,
VOL1,Configuration: Collective Dlv.Proc.,
VOP2,Configuration: Partner,
VOPA,Configuration: Partner,
VOPAN,Customizing Partners,
VOR1,Joint Master Data: Distr. Channel,
VOR2,Joint Master Data: Division,
VORA,Archiving Control for Sales Doc.,
VORB,Group Reference Sales Document Types,
VORL,Archiving Control for Delivery,
VORP,Repairs procedure:Short texts trans.,
VORR,Archiving Control for Billing Docs,
VORS,Group Reference Procedures,
VORV,Repair procedure,
VOTXN,Maintain Text Customizing,
VOV6,Maintain Schedule Line Categories,
VOV7,Maintain Item Categories,
VOV8,Document Type Maintenance,
VOVR,Default Values for Contract,
VOVS,Define Status in Overview Screen,
VOW1,User assignment GRUKO_WF,
VOZP,Planng dlv. sched.instr./split rule,
VP01,Maintain Print Parameters,
VP01SHP,Print parameter maintenance shipping,
VP01TRA,Print parameter maintenance transp.,
VP01_PAG,Maintain print parameters,
